entity,other_entity,other_entity_type,action,timestamp,doc_id,claim_id,sequence_order,document_category,file_path,paragraph_summary,entity_original
Alan M. Dershowitz,Virginia Roberts Giuffre,victim,served subpoena on,2015-10-27,HOUSE_OVERSIGHT_010887,HOUSE_OVERSIGHT_010887:26,26,court_filing,data/001_split/HOUSE_OVERSIGHT_010887.txt,"This legal document collection consists of court filings from a defamation case (CACE 15-000072) in Broward County, Florida, where attorneys Edwards and Cassell sued Harvard Law Professor Alan Dershowitz for his public statements calling them liars. The core exhibits include Virginia Roberts Giuffre's extensive declaration describing her trafficking by Jeffrey Epstein from 1999-2002, during which she alleges being sexually abused by Epstein, Dershowitz (at least six times), Prince Andrew (three times), Jean-Luc Brunel, and others. Dershowitz's legal team filed a motion seeking clarification on whether they could disclose Giuffre's sealed deposition testimony to prosecutors to initiate perjury investigations, arguing her claims about meeting President Clinton on Epstein's private island are false based on Secret Service records showing no Clinton visits to the island during the relevant 2001-2002 timeframe. The document provides detailed testimony from Giuffre about the mechanics of Epstein's sex trafficking operation, including Ghislaine Maxwell's role as recruiter and abuser, the recruitment and movement of underage girls to multiple properties, and Epstein's use of sexual coercion to obtain leverage over powerful men. The filing represents a multi-layered legal battle over credibility, discovery scope, and the treatment of sealed testimony in a sex trafficking investigation.",Alan M. Dershowitz
Alan M. Dershowitz,Virginia Roberts's counsel/representatives,,opposed subpoena from,2015-10-27,TEXT-001-HOUSE_OVERSIGHT_010887,TEXT-001-HOUSE_OVERSIGHT_010887:28,28,court_filing,data/new_docs_nov2024_processed/tranche_004/TEXT-001-HOUSE_OVERSIGHT_010887.txt,"This document is a complex litigation package filed in Florida state court in January 2016 in a defamation case brought by attorneys Bradley Edwards and Paul Cassell against Harvard law professor Alan Dershowitz. The primary filing is Dershowitz's motion requesting clarification or relief from a confidentiality order so he can submit Virginia Roberts Giuffre's sealed deposition testimony to law enforcement agencies for potential perjury investigations. The packet includes Giuffre's detailed sworn declaration describing her experiences as a sex trafficking victim of Jeffrey Epstein from 1999 to 2002, her sexual encounters with multiple prominent figures including Dershowitz, Prince Andrew, and others, and her assertions regarding meetings with former President Clinton. It also includes correspondence from former FBI Director Louis Freeh providing analysis of Secret Service records indicating no evidence of Clinton's presence on Epstein's island during the alleged timeframe. The document represents a critical juncture in litigation attempting to discredit Giuffre's credibility while simultaneously relying on her testimony for other purposes, illustrating the complex legal and reputational dynamics surrounding Epstein-related allegations.",Alan M. Dershowitz
Virginia Roberts Giuffre,Alan M. Dershowitz,legal counsel,served subpoena on,2015-10-27,HOUSE_OVERSIGHT_010906,HOUSE_OVERSIGHT_010906:0,0,court_filing,data/new_docs_nov2024_processed/tranche_007/HOUSE_OVERSIGHT_010906.txt,"On October 27, 2015 a civil case was filed in the 177th Judicial Circuit of Broward County, Florida, naming Bradley J. Edwards and Paul G. Cassell as plaintiffs against Alan Dershowitz as defendant. The defendant served a broad subpoena on non‑party Virginia Roberts Giuffre and publicly declared his goal was to put her in jail. Giuffre, represented by Boies, Schiller & Flexner LLP, together with another non‑party (Jane Doe No. 31) submitted a consolidated reply asking the court to quash the subpoenas or issue protective orders, arguing they are unreasonable and oppressive. The filing includes motions to quash and references media exhibits documenting Giuffre’s allegations of sexual abuse. The document reflects a contested discovery battle within a broader litigation concerning alleged sexual misconduct.",Virginia Roberts Giuffre
Virginia Roberts Giuffre,Alan M. Dershowitz,legal counsel,served subpoena on,2015-10-27,HOUSE_OVERSIGHT_010887,HOUSE_OVERSIGHT_010887:26,26,court_filing,data/001_split/HOUSE_OVERSIGHT_010887.txt,"This legal document collection consists of court filings from a defamation case (CACE 15-000072) in Broward County, Florida, where attorneys Edwards and Cassell sued Harvard Law Professor Alan Dershowitz for his public statements calling them liars. The core exhibits include Virginia Roberts Giuffre's extensive declaration describing her trafficking by Jeffrey Epstein from 1999-2002, during which she alleges being sexually abused by Epstein, Dershowitz (at least six times), Prince Andrew (three times), Jean-Luc Brunel, and others. Dershowitz's legal team filed a motion seeking clarification on whether they could disclose Giuffre's sealed deposition testimony to prosecutors to initiate perjury investigations, arguing her claims about meeting President Clinton on Epstein's private island are false based on Secret Service records showing no Clinton visits to the island during the relevant 2001-2002 timeframe. The document provides detailed testimony from Giuffre about the mechanics of Epstein's sex trafficking operation, including Ghislaine Maxwell's role as recruiter and abuser, the recruitment and movement of underage girls to multiple properties, and Epstein's use of sexual coercion to obtain leverage over powerful men. The filing represents a multi-layered legal battle over credibility, discovery scope, and the treatment of sealed testimony in a sex trafficking investigation.",Virginia Roberts Giuffre
unknown person A,subpoena served on Virginia Roberts Giuffre,,filed motion to quash,2015-10-27,HOUSE_OVERSIGHT_010906,HOUSE_OVERSIGHT_010906:2,2,court_filing,data/new_docs_nov2024_processed/tranche_007/HOUSE_OVERSIGHT_010906.txt,"On October 27, 2015 a civil case was filed in the 177th Judicial Circuit of Broward County, Florida, naming Bradley J. Edwards and Paul G. Cassell as plaintiffs against Alan Dershowitz as defendant. The defendant served a broad subpoena on non‑party Virginia Roberts Giuffre and publicly declared his goal was to put her in jail. Giuffre, represented by Boies, Schiller & Flexner LLP, together with another non‑party (Jane Doe No. 31) submitted a consolidated reply asking the court to quash the subpoenas or issue protective orders, arguing they are unreasonable and oppressive. The filing includes motions to quash and references media exhibits documenting Giuffre’s allegations of sexual abuse. The document reflects a contested discovery battle within a broader litigation concerning alleged sexual misconduct.",unknown person A
Jane Doe #3,unknown person A,model,limited deposition duration,2015-11-02,HOUSE_OVERSIGHT_015657,HOUSE_OVERSIGHT_015657:3,3,court_filing,data/new_docs_nov2024_processed/tranche_010/HOUSE_OVERSIGHT_015657.txt,"On November 2, 2015 the Civil Division of the 17th Judicial Circuit Court in Broward County, Florida ruled on motions filed by the law firm Boies, Schiller & Flexner LLP and a redacted witness identified as Jane Doe No. 3 in the civil case Bradley J. Edwards and Paul G. Cassell v. Alan Dershowitz. The court granted the firm’s motion to quash its subpoena in full, while only partially granting and partially denying the witness’s motion for a protective order. A confidentiality order was entered, the witness’s deposition was limited to four hours, and the deposition was ordered to take place at the law firm representing her. These rulings shape the procedural posture of the litigation and protect sensitive information while allowing limited testimony.",Jane Doe #3
unknown person A,"Boies, Schiller & Flexner LLP",,set deposition location,2015-11-02,HOUSE_OVERSIGHT_015657,HOUSE_OVERSIGHT_015657:4,4,court_filing,data/new_docs_nov2024_processed/tranche_010/HOUSE_OVERSIGHT_015657.txt,"On November 2, 2015 the Civil Division of the 17th Judicial Circuit Court in Broward County, Florida ruled on motions filed by the law firm Boies, Schiller & Flexner LLP and a redacted witness identified as Jane Doe No. 3 in the civil case Bradley J. Edwards and Paul G. Cassell v. Alan Dershowitz. The court granted the firm’s motion to quash its subpoena in full, while only partially granting and partially denying the witness’s motion for a protective order. A confidentiality order was entered, the witness’s deposition was limited to four hours, and the deposition was ordered to take place at the law firm representing her. These rulings shape the procedural posture of the litigation and protect sensitive information while allowing limited testimony.",unknown person A
unknown person A,Jane Doe #3,plaintiff,limited deposition duration,2015-11-02,HOUSE_OVERSIGHT_015657,HOUSE_OVERSIGHT_015657:3,3,court_filing,data/new_docs_nov2024_processed/tranche_010/HOUSE_OVERSIGHT_015657.txt,"On November 2, 2015 the Civil Division of the 17th Judicial Circuit Court in Broward County, Florida ruled on motions filed by the law firm Boies, Schiller & Flexner LLP and a redacted witness identified as Jane Doe No. 3 in the civil case Bradley J. Edwards and Paul G. Cassell v. Alan Dershowitz. The court granted the firm’s motion to quash its subpoena in full, while only partially granting and partially denying the witness’s motion for a protective order. A confidentiality order was entered, the witness’s deposition was limited to four hours, and the deposition was ordered to take place at the law firm representing her. These rulings shape the procedural posture of the litigation and protect sensitive information while allowing limited testimony.",unknown person A
Virginia Roberts Giuffre,"Judge Thomas M. Lynch, IV",,issued ruling on motion to quash regarding,2015-11-04,HOUSE_OVERSIGHT_015590,HOUSE_OVERSIGHT_015590:6,6,court_filing,data/001_split/HOUSE_OVERSIGHT_015590.txt,"This court filing documents a defamation lawsuit in Broward County Circuit Court where attorneys Bradley Edwards and Paul Cassell sued Harvard Law Professor Alan Dershowitz after he publicly attacked them and their client, Virginia Roberts Giuffre, following her allegations that Dershowitz had sexually abused her when she was a minor trafficked by Jeffrey Epstein. Dershowitz filed a motion seeking to modify a confidentiality order so he could access Giuffre's deposition testimony to contact witnesses, share information with his legal team and experts, and prepare his defense. The document includes Dershowitz's arguments that Florida law requires sealing orders to use the least restrictive means available, Giuffre's motion to quash his subpoena (arguing it was harassing and abusive), and Edwards and Cassell's response opposing the sealing of documents that contain allegations central to their defamation case. The exchanges reveal disputes over whether testimony about alleged sexual abuse should be confidential when it forms the core of litigation between parties, with Dershowitz claiming he needs access for due process while Giuffre and her counsel argue that making documents public would further victimize a trafficking survivor.",Virginia Roberts Giuffre
Alan M. Dershowitz,Bradley James Edwards,lawyer,filed response opposing motion to determine confidentiality filed by,2015-11-23,HOUSE_OVERSIGHT_015590,HOUSE_OVERSIGHT_015590:7,7,court_filing,data/001_split/HOUSE_OVERSIGHT_015590.txt,"This court filing documents a defamation lawsuit in Broward County Circuit Court where attorneys Bradley Edwards and Paul Cassell sued Harvard Law Professor Alan Dershowitz after he publicly attacked them and their client, Virginia Roberts Giuffre, following her allegations that Dershowitz had sexually abused her when she was a minor trafficked by Jeffrey Epstein. Dershowitz filed a motion seeking to modify a confidentiality order so he could access Giuffre's deposition testimony to contact witnesses, share information with his legal team and experts, and prepare his defense. The document includes Dershowitz's arguments that Florida law requires sealing orders to use the least restrictive means available, Giuffre's motion to quash his subpoena (arguing it was harassing and abusive), and Edwards and Cassell's response opposing the sealing of documents that contain allegations central to their defamation case. The exchanges reveal disputes over whether testimony about alleged sexual abuse should be confidential when it forms the core of litigation between parties, with Dershowitz claiming he needs access for due process while Giuffre and her counsel argue that making documents public would further victimize a trafficking survivor.",Alan M. Dershowitz
Alan M. Dershowitz,Bradley James Edwards,lawyer,filed response,2015-11-23,HOUSE_OVERSIGHT_010757_part1,HOUSE_OVERSIGHT_010757_part1:22,22,court_filing,data/001_split/HOUSE_OVERSIGHT_010757_part1.txt,"This document is a legal brief filed in a Florida circuit court defamation case (Edwards and Cassell v. Dershowitz) in November 2015, in which attorneys Edwards and Cassell respond to defendant Dershowitz's request to keep certain court filings confidential. The filings in question contain allegations from their client Virginia Giuffre that she was sexually abused by Dershowitz when she was a minor, allegedly trafficked to him by Jeffrey Epstein. Edwards and Cassell argue that these documents cannot be sealed in a defamation case where the alleged defamatory statements themselves are the central issue, citing Florida law establishing a strong presumption of public access to court records. The response includes detailed discussion of prior proceedings in a federal Crime Victims' Rights Act case, quotes from Dershowitz's own media statements and deposition testimony where he publicly discussed and disputed the allegations, and extensive excerpts from Dershowitz's October 2015 deposition in which he denies the allegations while being confronted with flight manifests, photographs, and his own prior statements. The document demonstrates how Dershowitz repeatedly referenced the sealed materials in media interviews and depositions while simultaneously seeking to have them declared confidential, a position the attorneys argue is contradictory and prejudicial to their clients.",Alan M. Dershowitz
Alan M. Dershowitz,Bradley James Edwards,lawyer,filed defamation lawsuit against,2015-11-23,TEXT-001-HOUSE_OVERSIGHT_010757_part1,TEXT-001-HOUSE_OVERSIGHT_010757_part1:0,0,court_filing,data/new_docs_nov2024_processed/tranche_017/TEXT-001-HOUSE_OVERSIGHT_010757_part1.txt,"On November 23, 2015, attorneys Bradley J. Edwards and Paul G. Cassell filed a detailed response in the Broward County Circuit Court opposing Alan M. Dershowitz's motion to declare certain court filings confidential. The filings concern a defamation lawsuit in which Edwards and Cassell allege that Dershowitz sexually abused Virginia Giuffre, a minor trafficked by Jeffrey Epstein, and they argue that the records are central to the case and should remain public. The document references prior depositions, media interviews, a federal Crime Victims' Rights Act case, and Judge Marra's earlier order, highlighting the legal and reputational stakes for all parties. It underscores the broader context of alleged immunity deals negotiated by Epstein and the involvement of other high‑profile figures such as Prince Andrew and Bill Clinton. The filing seeks to keep the evidence accessible to ensure a fair trial and to prevent Dershowitz from selectively sealing damaging statements.",Alan M. Dershowitz
Alan M. Dershowitz,Paul G. Cassell,notary_public,filed response opposing motion to determine confidentiality filed by,2015-11-23,HOUSE_OVERSIGHT_015590,HOUSE_OVERSIGHT_015590:8,8,court_filing,data/001_split/HOUSE_OVERSIGHT_015590.txt,"This court filing documents a defamation lawsuit in Broward County Circuit Court where attorneys Bradley Edwards and Paul Cassell sued Harvard Law Professor Alan Dershowitz after he publicly attacked them and their client, Virginia Roberts Giuffre, following her allegations that Dershowitz had sexually abused her when she was a minor trafficked by Jeffrey Epstein. Dershowitz filed a motion seeking to modify a confidentiality order so he could access Giuffre's deposition testimony to contact witnesses, share information with his legal team and experts, and prepare his defense. The document includes Dershowitz's arguments that Florida law requires sealing orders to use the least restrictive means available, Giuffre's motion to quash his subpoena (arguing it was harassing and abusive), and Edwards and Cassell's response opposing the sealing of documents that contain allegations central to their defamation case. The exchanges reveal disputes over whether testimony about alleged sexual abuse should be confidential when it forms the core of litigation between parties, with Dershowitz claiming he needs access for due process while Giuffre and her counsel argue that making documents public would further victimize a trafficking survivor.",Alan M. Dershowitz
Alan M. Dershowitz,Paul G. Cassell,notary_public,co‑filed defamation lawsuit against,2015-11-23,TEXT-001-HOUSE_OVERSIGHT_010757_part1,TEXT-001-HOUSE_OVERSIGHT_010757_part1:1,1,court_filing,data/new_docs_nov2024_processed/tranche_017/TEXT-001-HOUSE_OVERSIGHT_010757_part1.txt,"On November 23, 2015, attorneys Bradley J. Edwards and Paul G. Cassell filed a detailed response in the Broward County Circuit Court opposing Alan M. Dershowitz's motion to declare certain court filings confidential. The filings concern a defamation lawsuit in which Edwards and Cassell allege that Dershowitz sexually abused Virginia Giuffre, a minor trafficked by Jeffrey Epstein, and they argue that the records are central to the case and should remain public. The document references prior depositions, media interviews, a federal Crime Victims' Rights Act case, and Judge Marra's earlier order, highlighting the legal and reputational stakes for all parties. It underscores the broader context of alleged immunity deals negotiated by Epstein and the involvement of other high‑profile figures such as Prince Andrew and Bill Clinton. The filing seeks to keep the evidence accessible to ensure a fair trial and to prevent Dershowitz from selectively sealing damaging statements.",Alan M. Dershowitz
Alan M. Dershowitz,Paul G. Cassell,notary_public,filed response,2015-11-23,HOUSE_OVERSIGHT_010757_part1,HOUSE_OVERSIGHT_010757_part1:23,23,court_filing,data/001_split/HOUSE_OVERSIGHT_010757_part1.txt,"This document is a legal brief filed in a Florida circuit court defamation case (Edwards and Cassell v. Dershowitz) in November 2015, in which attorneys Edwards and Cassell respond to defendant Dershowitz's request to keep certain court filings confidential. The filings in question contain allegations from their client Virginia Giuffre that she was sexually abused by Dershowitz when she was a minor, allegedly trafficked to him by Jeffrey Epstein. Edwards and Cassell argue that these documents cannot be sealed in a defamation case where the alleged defamatory statements themselves are the central issue, citing Florida law establishing a strong presumption of public access to court records. The response includes detailed discussion of prior proceedings in a federal Crime Victims' Rights Act case, quotes from Dershowitz's own media statements and deposition testimony where he publicly discussed and disputed the allegations, and extensive excerpts from Dershowitz's October 2015 deposition in which he denies the allegations while being confronted with flight manifests, photographs, and his own prior statements. The document demonstrates how Dershowitz repeatedly referenced the sealed materials in media interviews and depositions while simultaneously seeking to have them declared confidential, a position the attorneys argue is contradictory and prejudicial to their clients.",Alan M. Dershowitz
Virginia Roberts Giuffre,Jeffrey Epstein,victim,filed motion for joinder in federal action involving,2015-12-30,HOUSE_OVERSIGHT_015590,HOUSE_OVERSIGHT_015590:11,11,court_filing,data/001_split/HOUSE_OVERSIGHT_015590.txt,"This court filing documents a defamation lawsuit in Broward County Circuit Court where attorneys Bradley Edwards and Paul Cassell sued Harvard Law Professor Alan Dershowitz after he publicly attacked them and their client, Virginia Roberts Giuffre, following her allegations that Dershowitz had sexually abused her when she was a minor trafficked by Jeffrey Epstein. Dershowitz filed a motion seeking to modify a confidentiality order so he could access Giuffre's deposition testimony to contact witnesses, share information with his legal team and experts, and prepare his defense. The document includes Dershowitz's arguments that Florida law requires sealing orders to use the least restrictive means available, Giuffre's motion to quash his subpoena (arguing it was harassing and abusive), and Edwards and Cassell's response opposing the sealing of documents that contain allegations central to their defamation case. The exchanges reveal disputes over whether testimony about alleged sexual abuse should be confidential when it forms the core of litigation between parties, with Dershowitz claiming he needs access for due process while Giuffre and her counsel argue that making documents public would further victimize a trafficking survivor.",Virginia Roberts Giuffre
Ghislaine Maxwell,Virginia Roberts Giuffre,victim,settled civil lawsuit with,2015-2017,HOUSE_OVERSIGHT_017800,HOUSE_OVERSIGHT_017800:40,40,media_article,data/001_split/HOUSE_OVERSIGHT_017800.txt,"This is an investigative news article by Julie K. Brown published by the Miami Herald in November 2018 (filed as court exhibit in April 2019) documenting Jeffrey Epstein's sexual abuse of dozens of underage girls over decades and his systematic manipulation of the criminal justice system. The article details how Epstein, a wealthy financier with powerful connections, received an extraordinarily lenient 18-month sentence in 2008 despite a 53-page federal indictment for crimes that could have resulted in life imprisonment. Federal prosecutors under Miami U.S. Attorney Alexander Acosta negotiated a non-prosecution agreement that was sealed, preventing victims from learning about or objecting to the plea deal. The article features extensive testimony from victims including Virginia Roberts (now Giuffre), who describes being groomed and trafficked to Epstein's powerful friends including Prince Andrew and lawyer Alan Dershowitz, as well as accounts from employees and associates who facilitated the abuse. The investigation reveals systemic failures including victims being intentionally kept in the dark, accomplices receiving immunity, Epstein serving his sentence with extraordinary privileges including work release and hiring private security, and ongoing efforts by victims to challenge the plea agreement under the Crime Victims' Rights Act.",Ghislaine Maxwell
Virginia Roberts Giuffre,Ghislaine Maxwell,defendant,settled civil lawsuit with,2015-2017,HOUSE_OVERSIGHT_017800,HOUSE_OVERSIGHT_017800:40,40,media_article,data/001_split/HOUSE_OVERSIGHT_017800.txt,"This is an investigative news article by Julie K. Brown published by the Miami Herald in November 2018 (filed as court exhibit in April 2019) documenting Jeffrey Epstein's sexual abuse of dozens of underage girls over decades and his systematic manipulation of the criminal justice system. The article details how Epstein, a wealthy financier with powerful connections, received an extraordinarily lenient 18-month sentence in 2008 despite a 53-page federal indictment for crimes that could have resulted in life imprisonment. Federal prosecutors under Miami U.S. Attorney Alexander Acosta negotiated a non-prosecution agreement that was sealed, preventing victims from learning about or objecting to the plea deal. The article features extensive testimony from victims including Virginia Roberts (now Giuffre), who describes being groomed and trafficked to Epstein's powerful friends including Prince Andrew and lawyer Alan Dershowitz, as well as accounts from employees and associates who facilitated the abuse. The investigation reveals systemic failures including victims being intentionally kept in the dark, accomplices receiving immunity, Epstein serving his sentence with extraordinary privileges including work release and hiring private security, and ongoing efforts by victims to challenge the plea agreement under the Crime Victims' Rights Act.",Virginia Roberts Giuffre
Virginia Roberts Giuffre,Laura A. Menninger,,filed response denying allegations by,2016,HOUSE_OVERSIGHT_017977,HOUSE_OVERSIGHT_017977:6,6,media_article,data/new_docs_nov2024_processed/tranche_003/HOUSE_OVERSIGHT_017977.txt,"This document is an excerpt from a Miami Herald investigative article examining Jeffrey Epstein's privileged position despite his status as a registered sex offender. The article discusses Epstein's continued access to significant wealth, private transportation, and multiple properties including a private island in the U.S. Virgin Islands and a ranch in New Mexico. A key revelation is that the federal government allegedly gave Epstein 'valuable consideration' in 2013 as part of his 2008 plea deal, reportedly related to information he provided to the FBI. The article notes that while Epstein is registered as a sex offender in New York and the U.S. Virgin Islands, New Mexico does not list him in its registry. The document also references Ghislaine Maxwell's legal defense against allegations and quotes a former federal child sex crimes prosecutor questioning why Epstein received minimal prosecution despite serious allegations.",Virginia Roberts Giuffre
Alan M. Dershowitz,unknown party,,filed lawsuit against,2016-01-01,HOUSE_OVERSIGHT_022169,HOUSE_OVERSIGHT_022169:6,6,report,data/new_docs_nov2024_processed/tranche_010/HOUSE_OVERSIGHT_022169.txt,"This oversight report summarizes several unrelated criminal and legal matters. It notes that James Patterson’s wife, Kimmie Patterson, was arrested for concealing over a million dollars in jewelry, and that Rothstein’s Ponzi scheme led to more than thirty arrests, with Rothstein placed in a witness‑protection program while serving a fifty‑year sentence in an undisclosed prison. The core of the document describes Alan Dershowitz’s November 10, 2015 lecture on the Arab‑Israeli conflict at Shriver Hall, Johns Hopkins University, which was interrupted by a protest from Hopkins Feminists who displayed a ""YOU ARE RAPE CULTURE"" sign. A reporter then questioned Dershowitz about Jeffrey Epstein and his victims, prompting Dershowitz to defend his duty as a defense attorney, and later, in 2016, he filed lawsuits and countersuits related to alleged blackmail. The material reflects themes of legal strategy, protest activism, and the handling of high‑profile sexual‑assault allegations.",Alan M. Dershowitz
Alan M. Dershowitz,Bradley J. Edwards and Paul G. Cassell,,testified at deposition and invoked privilege,2016-01-12,HOUSE_OVERSIGHT_015650,HOUSE_OVERSIGHT_015650:3,3,court_filing,data/001_split/HOUSE_OVERSIGHT_015650.txt,"This is a legal filing dated February 8, 2016, in a civil case involving plaintiffs Bradley J. Edwards and Paul G. Cassell against defendant Alan Dershowitz in Broward County, Florida. Virginia Giuffre, a non-party victim of sexual trafficking, responds to Dershowitz's motion seeking to unseal her confidential deposition. While Giuffre agrees her deposition should be disclosed to law enforcement to investigate crimes against her, she imposes strict conditions: Dershowitz must cooperate with authorities, make available his client Jeffrey Epstein and other relevant witnesses, waive statute of limitations, and jointly request investigations with her counsel. The response also addresses Dershowitz's perjury allegations against Giuffre regarding her claim of witnessing former President Bill Clinton on Epstein's island, arguing the evidence is baseless and that public flight records demonstrate Clinton's travels with Epstein. The document reveals tensions around witness availability, particularly noting Epstein's avoidance of deposition despite court orders and Dershowitz's invocation of attorney-client privilege when questioned about Epstein.",Alan M. Dershowitz
Virginia Roberts Giuffre,Circuit Court,,issued confidentiality order,2016-01-12,HOUSE_OVERSIGHT_010887,HOUSE_OVERSIGHT_010887:28,28,court_filing,data/001_split/HOUSE_OVERSIGHT_010887.txt,"This legal document collection consists of court filings from a defamation case (CACE 15-000072) in Broward County, Florida, where attorneys Edwards and Cassell sued Harvard Law Professor Alan Dershowitz for his public statements calling them liars. The core exhibits include Virginia Roberts Giuffre's extensive declaration describing her trafficking by Jeffrey Epstein from 1999-2002, during which she alleges being sexually abused by Epstein, Dershowitz (at least six times), Prince Andrew (three times), Jean-Luc Brunel, and others. Dershowitz's legal team filed a motion seeking clarification on whether they could disclose Giuffre's sealed deposition testimony to prosecutors to initiate perjury investigations, arguing her claims about meeting President Clinton on Epstein's private island are false based on Secret Service records showing no Clinton visits to the island during the relevant 2001-2002 timeframe. The document provides detailed testimony from Giuffre about the mechanics of Epstein's sex trafficking operation, including Ghislaine Maxwell's role as recruiter and abuser, the recruitment and movement of underage girls to multiple properties, and Epstein's use of sexual coercion to obtain leverage over powerful men. The filing represents a multi-layered legal battle over credibility, discovery scope, and the treatment of sealed testimony in a sex trafficking investigation.",Virginia Roberts Giuffre
Virginia Roberts Giuffre,court,,issued confidentiality order on,2016-01-12,TEXT-001-HOUSE_OVERSIGHT_010887,TEXT-001-HOUSE_OVERSIGHT_010887:25,25,court_filing,data/new_docs_nov2024_processed/tranche_004/TEXT-001-HOUSE_OVERSIGHT_010887.txt,"This document is a complex litigation package filed in Florida state court in January 2016 in a defamation case brought by attorneys Bradley Edwards and Paul Cassell against Harvard law professor Alan Dershowitz. The primary filing is Dershowitz's motion requesting clarification or relief from a confidentiality order so he can submit Virginia Roberts Giuffre's sealed deposition testimony to law enforcement agencies for potential perjury investigations. The packet includes Giuffre's detailed sworn declaration describing her experiences as a sex trafficking victim of Jeffrey Epstein from 1999 to 2002, her sexual encounters with multiple prominent figures including Dershowitz, Prince Andrew, and others, and her assertions regarding meetings with former President Clinton. It also includes correspondence from former FBI Director Louis Freeh providing analysis of Secret Service records indicating no evidence of Clinton's presence on Epstein's island during the alleged timeframe. The document represents a critical juncture in litigation attempting to discredit Giuffre's credibility while simultaneously relying on her testimony for other purposes, illustrating the complex legal and reputational dynamics surrounding Epstein-related allegations.",Virginia Roberts Giuffre
Alan M. Dershowitz,Kimberly Fontalvo,,recorded stenographically deposition of,2016-01-12T09:46,HOUSE_OVERSIGHT_015668,HOUSE_OVERSIGHT_015668:3,3,transcript,data/new_docs_nov2024_processed/tranche_011/HOUSE_OVERSIGHT_015668.txt,"The document is a portion of the official videotaped deposition of Alan M. Dershowitz (Defendant) in the Florida Circuit Court case CACE 15-000072, where plaintiffs Bradley J. Edwards and Paul G. Cassell are seeking relief. The deposition was recorded on Tuesday, January 12, 2016, from 9:46 a.m. to 11:59 a.m. at the Tripp Scort office, 110 Southeast 6th Street, Fort Lauderdale, Florida, and was stenographically reported by Kimberly Fontalvo. This transcript serves as a legal record of Dershowitz’s testimony and the parties’ involvement, which may be used in subsequent motions or trial proceedings.",Alan M. Dershowitz
Alan M. Dershowitz,Seventeenth Judicial Circuit Court,,testified in deposition of,2016-01-12T09:46,HOUSE_OVERSIGHT_015668,HOUSE_OVERSIGHT_015668:2,2,transcript,data/new_docs_nov2024_processed/tranche_011/HOUSE_OVERSIGHT_015668.txt,"The document is a portion of the official videotaped deposition of Alan M. Dershowitz (Defendant) in the Florida Circuit Court case CACE 15-000072, where plaintiffs Bradley J. Edwards and Paul G. Cassell are seeking relief. The deposition was recorded on Tuesday, January 12, 2016, from 9:46 a.m. to 11:59 a.m. at the Tripp Scort office, 110 Southeast 6th Street, Fort Lauderdale, Florida, and was stenographically reported by Kimberly Fontalvo. This transcript serves as a legal record of Dershowitz’s testimony and the parties’ involvement, which may be used in subsequent motions or trial proceedings.",Alan M. Dershowitz
Alan M. Dershowitz,Virginia L. Giuffre,victim,testified at deposition,2016-01-16,HOUSE_OVERSIGHT_015650,HOUSE_OVERSIGHT_015650:2,2,court_filing,data/001_split/HOUSE_OVERSIGHT_015650.txt,"This is a legal filing dated February 8, 2016, in a civil case involving plaintiffs Bradley J. Edwards and Paul G. Cassell against defendant Alan Dershowitz in Broward County, Florida. Virginia Giuffre, a non-party victim of sexual trafficking, responds to Dershowitz's motion seeking to unseal her confidential deposition. While Giuffre agrees her deposition should be disclosed to law enforcement to investigate crimes against her, she imposes strict conditions: Dershowitz must cooperate with authorities, make available his client Jeffrey Epstein and other relevant witnesses, waive statute of limitations, and jointly request investigations with her counsel. The response also addresses Dershowitz's perjury allegations against Giuffre regarding her claim of witnessing former President Bill Clinton on Epstein's island, arguing the evidence is baseless and that public flight records demonstrate Clinton's travels with Epstein. The document reveals tensions around witness availability, particularly noting Epstein's avoidance of deposition despite court orders and Dershowitz's invocation of attorney-client privilege when questioned about Epstein.",Alan M. Dershowitz
Alan M. Dershowitz,Virginia Roberts Giuffre,victim,began deposition of,2016-01-16,TEXT-001-HOUSE_OVERSIGHT_015590,TEXT-001-HOUSE_OVERSIGHT_015590:1,1,court_filing,data/new_docs_nov2024_processed/tranche_010/TEXT-001-HOUSE_OVERSIGHT_015590.txt,"The document is a collection of court filings, motions, and related correspondence in the Broward County, Florida defamation case (CACE 15‑000072) between Alan M. Dershowitz and plaintiffs Bradley J. Edwards and Paul G. Cassell. Dershowitz seeks to modify a January 12 2016 confidentiality order to use Virginia Roberts Giuffre’s deposition for his defense and to quash a subpoena served on non‑party Jane Doe #3, whom the filing alleges was trafficked by Jeffrey Epstein. The filings reference prior rulings, media statements, and legal arguments about the scope of confidentiality, the need for least‑restrictive orders, and the credibility of the accuser. The material also recounts alleged false statements by Roberts about former President Clinton’s presence on Little St. James Island and highlights the broader context of Epstein‑related abuse allegations. The outcome sought is a court order allowing Dershowitz’s counsel broader access to the sealed testimony while limiting the secrecy of the records.",Alan M. Dershowitz
